EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0000,MEASURE VIA CD,,,,
valid_0001,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0002,MEASURE VIA CD,,,,
valid_0003,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0004,CLEAN AFTER VIA ETCH,,,,
valid_0005,PAD WINDOW LITHO,,,,
valid_0006,MEASURE VIA CD,,,,
valid_0007,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0008,CLEAN AFTER VIA ETCH,,,,
valid_0009,STRIP RESIST,,,,
valid_0010,DEPOSIT PASSIVATION,,,,
valid_0011,VIA INSPECTION,,,,
valid_0012,MEASURE VIA CD,,,,
valid_0013,STRIP RESIST,,,,
valid_0014,CLEAN AFTER VIA ETCH,,,,
valid_0015,CLEAN AFTER ETCH,,,,
valid_0016,STRIP PHOTORESIST,,,,
valid_0017,PAD WINDOW LITHO,,,,
valid_0018,CLEAN AFTER VIA ETCH,,,,
valid_0019,DEPOSIT PASSIVATION,,,,
valid_0020,CLEAN AFTER VIA ETCH,,,,
valid_0021,DEPOSIT PASSIVATION,,,,
valid_0022,DEPOSIT PASSIVATION,,,,
valid_0023,DEPOSIT PASSIVATION,,,,
valid_0024,MEASURE VIA CD,,,,
valid_0025,STRIP RESIST,,,,
valid_0026,MEASURE VIA CD,,,,
valid_0027,STRIP RESIST,,,,
valid_0028,DEPOSIT PASSIVATION,,,,
valid_0029,DEPOSIT PASSIVATION,,,,
valid_0030,MEASURE VIA CD,,,,
valid_0031,CLEAN AFTER ETCH,,,,
valid_0032,MEASURE VIA CD,,,,
valid_0033,VIA INSPECTION,,,,
valid_0034,MEASURE VIA CD,,,,
valid_0035,PAD WINDOW LITHO,,,,
valid_0036,MEASURE VIA CD,,,,
valid_0037,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0038,MEASURE VIA CD,,,,
valid_0039,STRIP PHOTORESIST,,,,
valid_0040,CLEAN AFTER VIA ETCH,,,,
valid_0041,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0042,STRIP PHOTORESIST,,,,
valid_0043,DEPOSIT PASSIVATION,,,,
valid_0044,STRIP PHOTORESIST,,,,
valid_0045,VIA INSPECTION,,,,
valid_0046,CLEAN AFTER VIA ETCH,,,,
valid_0047,STRIP RESIST,,,,
valid_0048,DEVELOP PHOTORESIST,,,,
valid_0049,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0050,DEVELOP PHOTORESIST,,,,
valid_0051,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0052,MEASURE VIA CD,,,,
valid_0053,STRIP PHOTORESIST,,,,
valid_0054,MEASURE VIA CD,,,,
valid_0055,DEPOSIT PASSIVATION,,,,
valid_0056,MEASURE VIA CD,,,,
valid_0057,STRIP RESIST,,,,
valid_0058,ANNEAL METAL,,,,
valid_0059,PAD WINDOW LITHO,,,,
valid_0060,MEASURE VIA CD,,,,
valid_0061,PASSIVATION ETCH,,,,
valid_0062,MEASURE VIA CD,,,,
valid_0063,PASSIVATION ETCH,,,,
valid_0064,DEPOSIT PASSIVATION,,,,
valid_0065,PAD WINDOW LITHO,,,,
valid_0066,STRIP PHOTORESIST,,,,
valid_0067,OPEN PAD WINDOW,,,,
valid_0068,STRIP PHOTORESIST,,,,
valid_0069,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0070,CLEAN AFTER VIA ETCH,,,,
valid_0071,CLEAN AFTER ETCH,,,,
valid_0072,DEPOSIT PASSIVATION,,,,
valid_0073,STRIP RESIST,,,,
valid_0074,CLEAN AFTER VIA ETCH,,,,
valid_0075,PAD WINDOW LITHO,,,,
valid_0076,MEASURE VIA CD,,,,
valid_0077,STRIP RESIST,,,,
valid_0078,MEASURE VIA CD,,,,
valid_0079,STRIP RESIST,,,,
valid_0080,MEASURE VIA CD,,,,
valid_0081,STRIP RESIST,,,,
valid_0082,STRIP PHOTORESIST,,,,
valid_0083,PAD WINDOW LITHO,,,,
valid_0084,DEPOSIT PASSIVATION,,,,
valid_0085,OPEN PAD WINDOW,,,,
valid_0086,DEPOSIT BARRIER METAL,,,,
valid_0087,CLEAN AFTER WINDOW ETCH,,,,
valid_0088,MEASURE VIA CD,,,,
valid_0089,DEPOSIT PASSIVATION,,,,
