EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0000,MEASURE VIA CD,,,,
valid_0001,DEVELOP PHOTORESIST,,,,
valid_0002,MEASURE VIA CD,,,,
valid_0003,PAD WINDOW LITHO,,,,
valid_0004,CLEAN AFTER VIA ETCH,,,,
valid_0005,VIA INSPECTION,,,,
valid_0006,MEASURE VIA CD,,,,
valid_0007,VIA ETCH THROUGH DIELECTRIC,,,,
valid_0008,CLEAN AFTER VIA ETCH,,,,
valid_0009,STRIP RESIST,,,,
valid_0010,IMPLANT N-TYPE,,,,
valid_0011,VIA INSPECTION,,,,
valid_0012,STRIP RESIST,,,,
valid_0013,PASSIVATION ETCH,,,,
valid_0014,CLEAN AFTER VIA ETCH,,,,
valid_0015,PASSIVATION ETCH,,,,
valid_0016,STRIP PHOTORESIST,,,,
valid_0017,PAD WINDOW LITHO,,,,
valid_0018,CLEAN AFTER VIA ETCH,,,,
valid_0019,CURE PASSIVATION,,,,
valid_0020,CLEAN AFTER VIA ETCH,,,,
valid_0021,CURE PASSIVATION,,,,
valid_0022,DEPOSIT BARRIER METAL,,,,
valid_0023,CURE PASSIVATION,,,,
valid_0024,MEASURE VIA CD,,,,
valid_0025,STRIP RESIST,,,,
valid_0026,MEASURE VIA CD,,,,
valid_0027,STRIP RESIST,,,,
valid_0028,DEPOSIT BARRIER METAL,,,,
valid_0029,STRIP RESIST,,,,
valid_0030,MEASURE VIA CD,,,,
valid_0031,PASSIVATION ETCH,,,,
valid_0032,MEASURE VIA CD,,,,
valid_0033,VIA INSPECTION,,,,
valid_0034,MEASURE VIA CD,,,,
valid_0035,PAD WINDOW LITHO,,,,
valid_0036,MEASURE VIA CD,,,,
valid_0037,PAD WINDOW LITHO,,,,
valid_0038,MEASURE VIA CD,,,,
valid_0039,STRIP PHOTORESIST,,,,
valid_0040,CLEAN AFTER VIA ETCH,,,,
valid_0041,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0042,STRIP PHOTORESIST,,,,
valid_0043,CURE PASSIVATION,,,,
valid_0044,STRIP PHOTORESIST,,,,
valid_0045,PAD WINDOW LITHO,,,,
valid_0046,CLEAN AFTER VIA ETCH,,,,
valid_0047,STRIP RESIST,,,,
valid_0048,DEPOSIT SPACER DIELECTRIC,,,,
valid_0049,VIA ETCH THROUGH DIELECTRIC,,,,
valid_0050,OXIDE ETCH,,,,
valid_0051,ETCH SILICON OR OXIDE WINDOW,,,,
valid_0052,MEASURE VIA CD,,,,
valid_0053,STRIP PHOTORESIST,,,,
valid_0054,MEASURE VIA CD,,,,
valid_0055,STRIP RESIST,,,,
valid_0056,MEASURE VIA CD,,,,
valid_0057,STRIP RESIST,,,,
valid_0058,ANNEAL METAL,,,,
valid_0059,OXIDE ETCH,,,,
